Id,SalePrice
1461,116480.78412958974
1462,161781.3462081731
1463,179878.7987210195
1464,192349.6962309397
1465,205576.7462803292
1466,169784.33688427613
1467,176161.42361035626
1468,159014.2421340456
1469,202475.87611170416
1470,115471.49282583778
1471,188377.56008287374
1472,101445.73352362913
1473,99227.35533884217
1474,148218.3723991737
1475,110951.20200592153
1476,372491.27941183187
1477,250222.99824743537
1478,306100.7664336105
1479,303397.4030123354
1480,451528.84228426067
1481,303000.18638283893
1482,209104.02191856303
1483,173818.32424308607
1484,160363.71353392553
1485,178581.74037646235
1486,195472.76244916656
1487,333054.85741186654
1488,226538.6499969086
1489,196722.97697751256
1490,238749.2347062377
1491,195742.43434673894
1492,93150.42588005129
1493,194727.45293675235
1494,292997.225734593
1495,298911.5862361525
1496,240127.39233572202
1497,180962.91302832682
1498,163266.82973089576
1499,158810.48948052124
1500,154265.32289433674
1501,180248.754900722
1502,150326.08470516704
1503,273753.893047468
1504,228221.86145799572
1505,215550.08667528903
1506,194213.80002412334
1507,252339.43330422882
1508,203944.89524253248
1509,161995.42700226317
1510,143273.8092721976
1511,147994.7821713271
1512,177926.92555572797
1513,155467.22303135064
1514,160502.55075370971
1515,213423.807445728
1516,156761.29900944183
1517,182708.8289238146
1518,131065.88206170428
1519,218641.1447804619
1520,130551.97775875116
1521,136602.04283196453
1522,181522.85983707104
1523,109724.92758685976
1524,120251.10115564756
1525,118706.72320496512
1526,99419.92124268842
1527,102602.5400548666
1528,140825.50573238844
1529,151537.07309697097
1530,190329.93584196374
1531,121504.44915321318
1532,95343.74976353842
1533,147138.6150664566
1534,130651.17085528027
1535,160258.80544795055
1536,107459.21578868607
1537,56544.35624460559
1538,164824.54295829206
1539,206877.88563595
1540,121321.09067391377
1541,141916.59272213865
1542,152672.08126478732
1543,196199.9112901685
1544,76774.70346598727
1545,118054.44839587499
1546,137017.7158026112
1547,125910.44574424959
1548,141419.20399589418
1549,119008.8478739962
1550,139825.62198023393
1551,118431.38909101923
1552,145683.46866820584
1553,150676.33115212715
1554,127382.86592951138
1555,165281.1661686803
1556,84572.66043792601
1557,112121.19093959057
1558,105502.20321132017
1559,91367.12706017267
1560,131868.90236409963
1561,139832.11609947408
1562,128239.18515146381
1563,119815.91812964794
1564,166903.44119442656
1565,149337.77430715505
1566,234544.0054863018
1567,70284.07713858917
1568,224511.627800014
1569,134702.7977519297
1570,137892.19543014257
1571,123715.91623576154
1572,149959.8896587593
1573,246742.1479977538
1574,140037.96091345354
1575,232951.07952526148
1576,235197.04811273664
1577,179165.80613749905
1578,145189.06483126996
1579,143211.62941834755
1580,191370.37496493943
1581,145325.86524959304
1582,123954.99274777324
1583,274998.92618013866
1584,219243.38109352923
1585,140974.1758123404
1586,47182.22465895943
1587,99220.54736824361
1588,167789.3735758652
1589,104013.8163350979
1590,141055.88453449713
1591,88093.30649433465
1592,128233.05700576768
1593,116423.45657458973
1594,143682.32200863474
1595,115305.98794738548
1596,232434.51317395625
1597,195596.0924017822
1598,207123.2184024511
1599,182368.18579676354
1600,163803.15427465874
1601,46864.80789151738
1602,122266.24416366185
1603,78187.16789151821
1604,274819.01245714707
1605,232643.3719837014
1606,165919.41072392723
1607,182376.6683212283
1608,197005.66739170035
1609,188813.44439433442
1610,145424.10451877513
1611,135791.97296726573
1612,192276.72851670446
1613,162653.72279137943
1614,136055.02201538353
1615,88452.04190215914
1616,72140.83666840097
1617,88487.26549281664
1618,121987.19978889645
1619,129776.55891775129
1620,177330.00801051522
1621,140972.35629252653
1622,144998.51038367307
1623,260847.92883127503
1624,214563.12191253953
1625,120068.3261116175
1626,178003.26333254657
1627,188625.73074589839
1628,277790.08270574803
1629,177335.05250895693
1630,352898.05795279844
1631,230562.48050133116
1632,244794.94833997104
1633,169522.45047075365
1634,184589.24311130543
1635,172825.7869892363
1636,154297.60934671026
1637,191488.19240014898
1638,192785.03119197517
1639,187731.6264638842
1640,249873.22277827392
1641,190602.5061385908
1642,250702.08470195293
1643,213869.0246721806
1644,222443.37735905653
1645,202311.21703757803
1646,161801.6069328788
1647,163742.53376359094
1648,127785.33547651373
1649,133953.8630264142
1650,111406.3333639629
1651,116723.60120728062
1652,101674.19123239562
1653,102004.4886153786
1654,144529.42226954814
1655,133997.36995069947
1656,141188.45656999724
1657,145456.6270365382
1658,145858.80576557232
1659,117988.79483385432
1660,158984.0133675115
1661,413462.25948285824
1662,380837.41265679523
1663,379273.95690003684
