Id,SalePrice
1461,116481.50640803801
1462,161779.02516958222
1463,179867.13247020348
1464,192330.84993074418
1465,205573.56603958752
1466,169772.44531754105
1467,176152.4239710229
1468,159002.48465668797
1469,202457.76821217677
1470,115473.0863390732
1471,188383.49876018587
1472,101454.7410388266
1473,99233.85533101921
1474,148216.0012345087
1475,110958.49156076788
1476,372494.1696647662
1477,250226.41512549625
1478,306086.6817686104
1479,303381.90480879764
1480,451535.3420160826
1481,302999.12515018706
1482,209101.54576900217
1483,173821.04681161718
1484,160366.84126876757
1485,178583.43588146524
1486,195478.25507448494
1487,333033.89347049966
1488,226541.51232667617
1489,196724.2233270766
1490,238731.2028325675
1491,195751.4545037532
1492,93148.1973885048
1493,194725.07618950328
1494,292997.84472600126
1495,298911.35095406196
1496,240110.34409692883
1497,180965.34115668412
1498,163265.49086387554
1499,158808.97234036855
1500,154262.82850125234
1501,180249.12664389904
1502,150323.13752796678
1503,273746.13493211305
1504,228221.40812456538
1505,215547.69651527412
1506,194215.34989968452
1507,252327.35025712635
1508,203935.4232948674
1509,161999.58491560302
1510,143278.18505276047
1511,147980.9099869248
1512,177924.21258248508
1513,155475.33580411173
1514,160508.94497446934
1515,213444.98383268996
1516,156760.67443519225
1517,182706.1474512326
1518,131062.35836033145
1519,218654.28524556794
1520,130555.60383475017
1521,136606.74996593504
1522,181526.61047527412
1523,109723.53532309334
1524,120239.243831665
1525,118704.50123474273
1526,99425.47214952056
1527,102599.93314518455
1528,140831.21199203638
1529,151538.7131855487
1530,190329.43459101956
1531,121478.59046912772
1532,95317.74559364798
1533,147132.53825455264
1534,130627.43894838987
1535,160260.4655805945
1536,107458.2001933526
1537,56543.44671964488
1538,164839.73082288535
1539,206890.76948500008
1540,121315.68744505435
1541,141920.5075281701
1542,152689.6633636533
1543,196215.05264288574
1544,76762.49254464521
1545,118059.73495864734
1546,137020.36659177626
1547,125899.50632723953
1548,141423.61277447952
1549,119010.94795559556
1550,139828.76765885903
1551,118431.65845795824
1552,145679.869409716
1553,150671.91998813336
1554,127383.98616085383
1555,165282.21831965726
1556,84568.00506246978
1557,112145.6329723346
1558,105511.55113562375
1559,91371.94367279987
1560,131862.95421127256
1561,139854.4555634028
1562,128235.52810421793
1563,119819.79730553551
1564,166903.32757523752
1565,149338.95782612287
1566,234574.10040620834
1567,70280.20411184117
1568,224495.23678849774
1569,134699.04875653444
1570,137884.55941244774
1571,123720.68612123886
1572,149965.84170440692
1573,246763.59719352724
1574,140045.36149382184
1575,232973.99159503504
1576,235194.54106929275
1577,179172.94201365885
1578,145167.31039866235
1579,143200.02283914093
1580,191367.1354739744
1581,145344.91790585028
1582,123954.46492334205
1583,275014.74030803563
1584,219248.29532267444
1585,140976.8496455956
1586,47180.35547418863
1587,99222.5471558137
1588,167793.33480111894
1589,104008.82672820275
1590,141062.66042278128
1591,88094.99491984618
1592,128235.86940031764
1593,116417.10940857243
1594,143670.61849298602
1595,115290.41558726381
1596,232461.97419794573
1597,195600.0189388992
1598,207109.06614060773
1599,182386.06588096276
1600,163822.15693752386
1601,46858.037691479316
1602,122270.77257764588
1603,78180.51821547523
1604,274816.49993802374
1605,232653.67454031637
1606,165918.80438853888
1607,182382.43022879446
1608,197006.01894129103
1609,188823.178790773
1610,145413.57796156465
1611,135803.06019240402
1612,192249.9378794315
1613,162647.1129606977
1614,136054.8917019116
1615,88448.21875740391
1616,72146.08278768061
1617,88487.6353858071
1618,121996.2626087614
1619,129771.4586489241
1620,177324.8214863202
1621,140966.27407113212
1622,145002.30398797744
1623,260857.6127093442
1624,214568.30455967106
1625,120070.2827922134
1626,178010.2612974072
1627,188620.57924762412
1628,277798.8816593649
1629,177324.3725180628
1630,352889.2714190559
1631,230549.310403244
1632,244793.80617618607
