Id,SalePrice
1461,111564.12798205503
1462,159218.79800285428
1463,188325.67261386898
1464,195537.0861200307
1465,204181.7534173955
1466,171554.5778193116
1467,181355.53426636843
1468,157934.9657251698
1469,208091.96543294442
1470,115026.0147997589
1471,156246.98000218667
1472,96660.92994117347
1473,93614.55698675389
1474,145600.0357351951
1475,107437.69010741552
1476,375498.5797514807
1477,260505.13582297548
1478,311642.9816543477
1479,304108.2572114895
1480,481642.0161101908
1481,310475.534932019
1482,203158.39546474098
1483,178228.22769888744
1484,161875.84121129572
1485,177858.44185194792
1486,189323.6484575679
1487,335756.5255214949
1488,224193.21858683066
1489,204692.55366027067
1490,256974.53635393825
1491,199830.6980644669
1492,100666.8344071906
1493,193581.0795663616
1494,313800.16822856414
1495,290497.0966146019
1496,245857.84792935976
1497,176032.82868645855
1498,175165.82997732444
1499,164418.17978141172
1500,149388.88386640447
1501,196245.1665532928
1502,134295.605636453
1503,354817.908978718
1504,232483.10469829195
1505,224429.3143344468
1506,189759.65590751817
1507,255922.21397913707
1508,195766.72364808494
1509,154534.762474382
1510,142850.47441517483
1511,160949.71451116755
1512,181380.54485723522
1513,151456.5612846749
1514,168717.65173045022
1515,215330.77659362473
1516,156951.22356708418
1517,179143.09722974576
1518,122359.15992749276
1519,218524.73936824093
1520,126313.42450946939
1521,134317.27852631133
1522,189024.42151097098
1523,112935.50504086996
1524,124631.73903786993
1525,119502.10396487862
1526,107104.5487686297
1527,107801.94423793786
1528,131424.7713172894
1529,158340.22774346953
1530,203809.00929625652
1531,126194.80944580663
1532,89820.36798516719
1533,160286.96043058852
1534,126531.92330580417
1535,150169.56772979297
1536,93949.23986501247
1537,47456.46406319688
1538,151396.08615181237
1539,206614.63698385656
1540,121750.00897014764
1541,139144.6923150029
1542,160129.2939490624
1543,184974.03848520704
1544,73635.21846285557
1545,117785.78418267655
1546,139186.0992885439
1547,130998.44927202874
1548,148314.1861477459
1549,126100.36102141356
1550,143151.96963743662
1551,102315.8592976644
1552,158448.992871626
1553,152817.34513914157
1554,120319.89884126923
1555,161953.09453190173
1556,56990.42308917246
1557,138445.03781945753
1558,103718.15948470001
1559,62751.24432311104
1560,119471.66474754443
1561,149461.15388228596
1562,128622.82349878174
1563,130040.22663110642
1564,162416.60481875364
1565,158866.1972464654
1566,229637.51874129393
1567,73002.04743558748
1568,222102.9020064511
1569,132699.52676106713
1570,127605.18291689875
1571,86980.58480011663
1572,149710.54917225474
1573,270154.69567144266
1574,137864.57971366713
1575,233387.4668069348
1576,230467.37431448838
1577,180977.89707679074
1578,156913.1720432369
1579,147399.33796759968
1580,188859.97190415932
1581,151420.95910567828
1582,133119.1186005837
1583,280313.74085660337
1584,219764.35272702092
1585,135071.8234266368
1586,65002.170758601875
1587,108100.97702421495
1588,154138.96732368701
1589,108206.66513607759
1590,121031.24340514158
1591,91068.24596415037
1592,125260.91756491241
1593,125402.34167359456
1594,146085.44092004644
1595,116911.34027377376
1596,226647.07494433515
1597,208640.7164098028
1598,210195.18824020238
1599,185073.87918159956
1600,164873.8682475987
1601,53125.8027448277
1602,125840.00641264685
1603,44836.67863416119
1604,273550.00522450736
1605,223412.227163414
1606,149756.16743953072
1607,163650.3746183558
1608,199827.14376211728
1609,189886.92900346234
1610,153803.5018959758
1611,124130.48010611435
1612,186190.2620563887
1613,163251.8997854353
1614,132907.71919954073
1615,95571.85363053942
1616,72363.7022080271
1617,83063.62210629697
1618,132265.18038241833
1619,140253.29098675965
1620,179101.71851699505
1621,131511.49086282757
1622,148091.40411769447
1623,255038.36970433872
1624,199001.0494125586
1625,115003.82057683104
1626,166337.11725850377
1627,191836.1084173881
1628,275518.2639964343
1629,176096.31538789684
1630,366944.26167535374
1631,252378.11286127946
1632,249435.97656723304
1633,172384.09817162564
1634,182956.5363036237
1635,169693.68666808258
1636,144869.02862632822
1637,198401.0899675331
1638,175362.52335646533
1639,180925.52359681495
1640,234705.73011590773
1641,184086.44286407938
1642,252696.81470990716
1643,214772.55198911845
1644,236346.14562202155
1645,211817.86075363902
1646,154472.145938452
1647,154719.12802422713
1648,126629.66112445682
1649,125146.59445469549
1650,117210.0742776597
1651,114684.53820454473
1652,96619.62257548474
1653,92139.79187276139
1654,144554.52517242733
1655,120782.78466886518
1656,142774.6594450764
1657,155395.53972384744
1658,147926.2615662396
1659,126075.48124571054
1660,149779.06565900712
1661,439911.8427656699
1662,387256.6394928167
1663,388094.830809259
1664,522078.5604504526
1665,333754.17000925477
1666,327558.9556195792
1667,378173.0173888829
1668,359583.7043235013
1669,319914.499182189
1670,364254.3669011305
1671,269079.2442343902
1672,407293.7568896316
1673,289575.3298198844
1674,245702.8993194929
1675,203902.7977417491
1676,206936.26148097572
1677,216704.24262981498
1678,476175.1297875043
1679,388601.3478495972
1680,341817.2313151399
1681,280518.90163991536
1682,321272.993157485
1683,190832.67541999972
1684,165131.2417971307
1685,170522.39948506985
1686,162006.27666667642
1687,161665.48504109224
1688,181108.16984009388
1689,184737.16640467301
1690,187703.63955791565
1691,176357.32869229763
1692,253419.39287970285
1693,165952.4619017046
1694,180688.40822108087
1695,166461.4832381112
1696,258713.53335131795
1697,174780.1716363316
1698,341151.2704225007
1699,333079.73706812545
1700,273846.7062317561
1701,280311.738956624
1702,234661.81570903954
1703,227061.46447023534
1704,269663.6188474538
1705,243038.59595227195
1706,202237.77386275103
1707,231524.7416932411
1708,202245.25872248015
1709,247729.12352289012
1710,219418.34262992744
1711,267701.0449650703
1712,252000.32016085606
1713,282397.514395999
1714,228225.0320251747
1715,207714.81668444176
1716,184964.56157758267
1717,170941.91079378952
1718,149695.03910609664
1719,224861.7574975353
1720,249718.2538531958
1721,146909.19014740427
1722,114938.94346634333
1723,149518.04598222935
1724,216311.52415565198
1725,239752.1151339392
1726,185486.5524632997
1727,160270.17163093953
1728,153787.6315250817
1729,172392.59165367036
1730,164484.85947182885
1731,109880.60151835094
1732,134071.15224266844
1733,116820.17446562475
1734,120734.82294315688
1735,91424.10309358696
1736,94032.49921376107
1737,282939.0440384537
1738,275986.06170901965
1739,248630.48138724075
1740,218908.47254665144
1741,191218.11664619844
1742,178741.45479345007
1743,169374.16326838147
1744,364176.53740159655
1745,221861.94256709472
1746,199850.71112715013
1747,219785.45468439048
1748,221879.01883959546
1749,131392.51597722454
1750,133254.64280305675
1751,229830.03603113533
1752,115155.1470862187
1753,156498.36722337737
1754,194351.25905199623
1755,171341.44664474262
1756,142972.43862485848
1757,119267.9533545602
1758,144414.65427434878
1759,161212.93754534802
1760,156100.89703347607
1761,156476.87736785022
1762,186926.73254242586
1763,181265.0033943824
1764,113916.56561566463
1765,186074.69073812166
1766,193171.13854135343
1767,227287.0307101655
1768,139210.98881877758
1769,161424.27415436515
1770,147546.62431849397
1771,123563.31322382005
1772,132440.7481524758
1773,107979.06156558907
1774,155759.54539932497
1775,140217.2587519168
1776,129548.93800161849
1777,109544.09770879173
1778,145868.391180088
1779,131966.67016789227
1780,157325.30219208478
1781,125611.60240426054
1782,76378.3089275954
1783,141576.64471949436
1784,97946.31269033477
1785,139722.55462593073
1786,117554.0930664586
1787,155442.59043667355
1788,57551.92545561839
1789,101608.74164263402
1790,66111.66031911146
1791,197805.43185391012
1792,166194.3041404224
1793,137128.69279583695
1794,160984.48113312965
1795,135125.51298898022
1796,138042.3608658531
1797,121615.50733461029
1798,124800.27423727071
1799,99725.55099968657
1800,126819.74774614045
1801,127129.86077900918
1802,111924.52955399704
1803,160311.09550852756
1804,121794.86282448389
1805,127839.9993755871
1806,126281.75278845873
1807,138450.64313714197
1808,120954.22175138531
1809,135967.8706375229
1810,136897.97653568845
1811,160724.31875907586
1812,109281.51546203496
1813,139905.40860255863
1814,95283.15543060745
1815,40656.73588719437
1816,104944.47095132683
1817,108289.52800771181
1818,171690.290666125
1819,138631.91442807054
1820,32754.209262644814
1821,108805.75314922101
1822,149825.36850326112
1823,30717.61025619888
1824,131922.25323705171
1825,148097.00282049295
1826,103187.87077765737
1827,107316.86220217767
1828,141548.7717541382
1829,126386.33577544456
1830,152136.9499637948
1831,157056.68363934924
1832,26550.977067212283
1833,147160.74908135665
1834,115943.02224722455
1835,120812.59032882191
1836,138428.07856453417
1837,81579.33176349464
1838,121084.8782844626
1839,110135.3149832281
1840,154761.00231090043
1841,130333.64175928799
1842,71846.00886786594
1843,141572.92505434132
1844,143119.8258529067
1845,143439.5634553126
1846,151904.14278270095
1847,167640.7508114215
1848,38769.790184643265
1849,99062.51502341648
1850,114942.7232960155
1851,144549.6460964859
1852,105579.57806849133
1853,119421.52395120752
1854,168051.7894218714
1855,156926.09122438222
1856,216820.61612785506
1857,123271.32494344524
1858,150975.55742806062
1859,113231.77847259605
1860,141982.1414154115
1861,112120.38246978483
1862,302409.45832513564
1863,290544.32797251677
1864,290570.8757580755
1865,366210.66152512026
1866,343916.89793289313
1867,212548.41947606887
1868,290420.3480620916
1869,206363.54225056153
1870,219578.06832095736
1871,257590.9798899104
1872,171480.97049379928
1873,240369.73711306983
1874,142203.8850583231
1875,192176.5152510825
1876,200842.42743732777
1877,208814.95905323056
1878,191741.59864634497
1879,140298.02706507826
1880,130416.22562726088
1881,247245.14054181374
1882,232699.10221542921
1883,184218.6799652595
1884,203133.81478790942
1885,229649.0993209841
1886,286489.82560164435
1887,216486.86089781768
1888,257182.23311095388
1889,166946.86308221647
1890,94762.05536957146
1891,96953.36229341837
1892,101447.89465214084
1893,128335.94609836688
1894,118520.10317287625
1895,136825.0676722562
1896,127790.16682038511
1897,118290.4951955291
1898,100554.39539873862
1899,166962.78207758724
1900,156654.10049987445
1901,199471.84290484595
1902,179435.89952603023
1903,217309.71504323027
1904,161446.12729406552
1905,200048.09343713176
1906,163492.18349376088
1907,238044.7535563223
1908,114656.4357198936
1909,126487.19023743033
1910,119782.87751500265
1911,229830.4804988266
1912,332740.4070955586
1913,156640.1276707573
1914,47721.79197162323
1915,350291.68477973633
